Company_name,Status_on_IPO_and_M&A,Category,Country,Headquarter,Date_found,Date_joined,Date_exited,Funding_in_USD,Funding_rounds,First_funding_round_date,Last_funding_round_date,Patents_Granted,Trademarks_Registered,Valuation_at_IPO,Money_Raised_at_IPO,No._of_employees,Female_founder,Years_to_be_Unicorn,Duration_between_founded_to_reaching_a_unicorn_list_in_days,Duration_between_unicorn_listed_date_and_exit_date_in_days,Duration_between_first_funding_round_and_last_funding_round_in_days,Duration_between_founded_to_reaching_ a_unicorn_list_in_months,Duration_between_unicorn_listed_date_and_exit_date_in_months,Duration_between_first_funding_round_and_last_funding_round_in_months,Duration_between_founded_to_reaching_a_unicorn_list_in_years,Duration_between_unicorn_listed_date_and_exit_date_in_years,Duration_between_first_funding_round_and_last_funding_round_in_years,Duration_between_founded_to_reaching_a_unicorn_list_in_quarters,Duration_between_unicorn_listed_date_and_exit_date_in_quarters,Duration_between_first_funding_round_and_last_funding_round_in_quarters,Status_target_variable
TensTorrent,Private,Artificial intelligence,Canada,"Toronto, Ontario, Canada",01-03-2016,05-05-2021,,234549999,6,13-10-2016,20-05-2021,8,0,,,250,Yes,6,1891,,1680,62,,55,5,,4,16,0,9,No
Trade Republic,Private,Fintech,Germany,"Berlin, Berlin, Germany",01-01-2015,20-05-2021,,995500000,4,18-04-2018,20-05-2021,0,5,,,500,No,7,2331,,1128,76,,37,6,,3,19,0,6,No
Vise,Private,Fintech,United States,"New York, New York, United States",01-10-2016,18-05-2021,,128000000,4,15-05-2019,18-05-2021,0,1,,,100,No,5,1690,,734,55,,24,4,,2,14,0,28,No
Harry's Razor Company/ Harry's,Private,Consumer & retail,United States,"New York, New York, United States",01-01-2013,16-02-2018,,792399992,10,01-08-2012,11-01-2022,27,34,,,,No,6,1872,,3450,61,,113,5,,9,15,0,26,No
Shift Technology,Private,Artificial intelligence,France,"Paris, Ile-de-France, France",01-03-2013,05-05-2021,,544987263,10,01-03-2013,02-11-2021,0,2,,,500,No,9,2987,,3168,98,,104,8,,8,25,0,6,No
Zeta,Private,Fintech,United States,"San Francisco, California, United States",01-01-2015,24-05-2021,,310000000,2,23-07-2019,24-05-2021,,,,,1000,No,7,2335,,671,76,,22,6,,1,19,0,21,No
Aircall,Private,Internet software & services,United States,"Paris, Ile-de-France, France",01-06-2014,23-06-2021,,225550000,9,01-06-2014,23-06-2021,0,2,,,500,No,8,2579,,2579,84,,84,7,,7,21,0,25,No
Alation,Private,Internet software & services,United States,"Redwood City, California, United States",12-12-2012,03-06-2021,,191950000,5,01-03-2013,03-06-2021,5,4,,,1000,No,9,3095,,3016,101,,99,8,,8,25,0,3,No
Amber Group,Private,Fintech,China,"Hong Kong, Hong Kong Island, Hong Kong",01-01-2017,21-06-2021,,128000000,2,14-02-2020,20-01-2021,0,12,,,500,No,5,1632,,341,53,,11,4,,0,13,0,7,No
Aura,Private,Cybersecurity,United States,"Burlington, Massachusetts, United States",01-01-2019,09-06-2021,,500000000,3,15-07-2019,19-10-2021,,,,,1000,No,3,890,,827,29,,27,2,,2,7,0,13,No
Bought By Many,Private,Fintech,United Kingdom,"London, England, United Kingdom",10-09-2012,01-06-2021,,482983919,6,16-01-2017,01-06-2021,0,6,,,500,No,9,3186,,1597,104,,52,8,,4,26,0,25,No
Bringg,Private,"Supply chain, logistics, & delivery",Israel,"Tel Aviv, Tel Aviv, Israel",01-01-2013,16-06-2021,,184500000,8,01-01-2013,16-06-2021,3,2,,,250,No,9,3088,,3088,101,,101,8,,8,25,0,10,No
BrowserStack,Private,Internet software & services,Ireland,"Dublin, Dublin, Ireland",01-09-2011,16-06-2021,,250000000,2,30-01-2018,16-06-2021,0,4,,,1000,No,10,3576,,1233,117,,40,9,,3,29,0,20,No
Bunq,Private,Fintech,Netherlands,"Amsterdam, Noord-Holland, The Netherlands",01-01-2012,18-06-2021,,237900000,5,31-12-2014,08-07-2021,1,8,,,250,No,10,3456,,2381,113,,78,9,,6,28,0,18,No
Carro,Private,E-commerce & direct-to-consumer,Singapore,"Singapore, Central Region, Singapore",01-01-2015,14-06-2021,,705116000,10,05-11-2015,20-12-2021,,,,,500,No,7,2356,,2237,77,,73,6,,6,19,0,4,No
Cerebral,Private,Health,United States,"San Francisco, California, United States",08-01-2020,10-06-2021,,462000000,2,07-10-2020,08-12-2021,0,0,,,,No,2,519,,427,17,,14,1,,1,4,0,0,No
Chipper Cash,Private,Fintech,United States,"San Francisco, California, United States",01-01-2018,01-06-2021,,302200000,7,,,,,,,250,No,4,1247,,0,41,,0,3,,0,10,0,16,No
Claroty,Private,Cybersecurity,United States,"New York, New York, United States",01-05-2015,17-06-2021,,640000000,5,13-09-2016,08-12-2021,,,,,500,No,7,2239,,1912,73,,62,6,,5,18,0,25,No
Clip,Private,Fintech,Mexico,"Mexico City, Distrito Federal, Mexico",28-09-2012,10-06-2021,,403680615,10,01-03-2013,10-06-2021,,,,,500,Yes,9,3177,,3023,104,,99,8,,8,26,0,6,No
Dream Games,Private,Mobile & telecommunications,Turkey,"Istanbul, Istanbul, Turkey",01-01-2019,30-06-2021,,467500000,4,20-11-2019,18-01-2022,,,,,250,No,3,911,,790,29,,25,2,,2,7,0,10,No
EcoFlow,Private,Hardware,China,"San Francisco, California, United States",01-11-2016,10-06-2021,,114395255,4,27-04-2018,01-09-2021,,,,,500,No,5,1682,,1223,55,,40,4,,3,14,0,0,No
Enflame,Private,Hardware,China,"Shanghai, Shanghai, China",01-01-2018,05-01-2021,,472292396,6,,,,,,,250,Yes,4,1100,,0,36,,0,3,,0,9,0,21,No
Exabeam,Private,Cybersecurity,United States,"Foster City, California, United States",01-01-2013,01-06-2021,,390000000,7,10-06-2014,01-06-2021,13,3,,,1000,No,9,3073,,2548,101,,83,8,,6,25,0,0,No
Fiture,Private,Health,China,"Chengdu, Sichuan, China",01-01-2019,14-04-2021,,392250000,5,15-08-2021,14-09-2021,,,,,,No,3,834,,30,27,,0,2,,0,7,0,9,No
Flash Express,Private,"Supply chain, logistics, & delivery",Thailand,"Bangkok, Krung Thep, Thailand",01-01-2017,01-02-2021,,350000000,3,21-05-2018,07-06-2021,,,,,10001,No,5,1492,,1113,49,,36,4,,3,12,0,14,No
Forto,Private,"Supply chain, logistics, & delivery",Germany,"Berlin, Berlin, Germany",01-01-2016,21-06-2021,,343383184,5,21-09-2016,21-06-2021,0,7,,,1000,No,6,1998,,1734,65,,57,5,,4,16,0,25,No
G2,Private,Internet software & services,United States,"Chicago, Illinois, United States",01-05-2012,22-06-2021,,257572384,7,18-02-2013,22-06-2021,0,4,,,1000,No,10,3339,,3046,109,,100,9,,8,27,0,14,No
GoStudent,Private,Edtech,Austria,"Vienna, Wien, Austria",01-01-2016,22-06-2021,,686338907,8,19-04-2017,11-01-2022,0,2,,,5000,No,6,1999,,1728,65,,56,5,,4,16,0,17,No
Guideline,Private,Fintech,United States,"San Mateo, California, United States",01-01-2015,16-06-2021,,339000000,6,17-08-2015,16-06-2021,0,2,,,,No,7,2358,,2130,77,,69,6,,5,19,0,10,No
IRL,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2017,15-06-2021,,197000000,4,01-01-2018,15-06-2021,,,,,50,No,5,1626,,1261,53,,41,4,,3,13,0,24,No
Iterable,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,15-06-2021,,342200000,7,01-05-2013,15-06-2021,0,1,,,1000,No,9,3087,,2967,101,,97,8,,8,25,0,28,No
JoyTunes,Private,Edtech,Israel,"Tel Aviv, Tel Aviv, Israel",01-07-2011,21-06-2021,,92000000,6,01-01-2012,21-06-2021,2,1,,,250,No,10,3643,,3459,119,,113,9,,9,30,0,25,No
Ledger,Private,Hardware,France,"Paris, Ile-de-France, France",01-01-2014,10-06-2021,,467959856,8,01-03-2013,10-06-2021,4,9,,,100,No,8,2717,,3023,89,,99,7,,8,22,0,25,No
LetsGetChecked,Private,Health,Ireland,"New York, New York, United States",01-01-2015,07-06-2021,,263000000,4,28-03-2013,08-06-2021,,,,,1000,No,7,2349,,2994,77,,98,6,,8,19,0,23,No
Morning Consult,Private,Internet software & services,United States,"Washington, District of Columbia, United States",01-10-2014,08-06-2021,,91030000,3,01-12-2013,08-06-2021,0,11,,,1000,No,7,2442,,2746,80,,90,6,,7,20,0,7,No
Moveworks,Private,Artificial intelligence,United States,"Mountain View, California, United States",01-01-2016,30-06-2021,,305000000,3,18-04-2019,30-06-2021,14,2,,,500,No,6,2007,,804,65,,26,5,,2,16,0,11,No
Next Silicon/ NextSilicon,Private,Hardware,Israel,"Tel Aviv-yafo, Tel Aviv, Israel",01-01-2018,14-06-2021,,202600000,4,05-12-2017,14-06-2021,8,8,,,250,No,4,1260,,1287,41,,42,3,,3,10,0,19,No
Nykaa,IPO,E-commerce & direct-to-consumer,India,"Mumbai, Maharashtra, India",01-01-2012,01-04-2020,10-11-2021,148458615,13,03-07-2014,26-11-2020,,,9.64E+11,53520000000,5000,No,9,3013,588,2338,99,19,76,8,1,6,25,5,17,Yes
Project44,Private,"Supply chain, logistics, & delivery",United States,"Chicago, Illinois, United States",01-01-2014,01-06-2021,,817500000,8,01-05-2016,11-01-2022,0,10,,,1000,Yes,8,2708,,2081,89,,68,7,,5,22,0,19,No
Scalable Capital,Private,Fintech,Germany,"Munich, Bayern, Germany",12-12-2014,08-06-2021,,300580000,6,01-04-2015,07-06-2021,0,3,,,500,No,7,2370,,2259,77,,74,6,,6,19,0,21,No
ShipBob,Private,"Supply chain, logistics, & delivery",United States,"Chicago, Illinois, United States",01-01-2014,29-06-2021,,330500000,8,19-08-2014,29-06-2021,0,3,,,1000,No,8,2736,,2506,89,,82,7,,6,22,0,24,No
Shippo,Private,"Supply chain, logistics, & delivery",United States,"San Francisco, California, United States",01-01-2013,02-06-2021,,154275000,10,01-12-2013,01-12-2021,1,2,,,250,No,9,3074,,2922,101,,96,8,,8,25,0,28,No
SmartAsset,Private,Fintech,United States,"New York, New York, United States",01-01-2012,24-06-2021,,161431095,8,14-08-2012,01-11-2021,0,3,,,250,Yes,10,3462,,3366,113,,110,9,,9,28,0,16,No
Stash/ Stash Financial,Private,Fintech,United States,"New York, New York, United States",19-02-2015,03-02-2021,,427372000,10,12-08-2015,03-02-2021,1,48,,,500,No,6,2176,,2002,71,,65,5,,5,18,0,11,No
Thirty Madison,Private,Health,United States,"New York, New York, United States",01-01-2017,02-06-2021,,209750000,5,25-11-2017,02-06-2021,0,11,,,250,No,5,1613,,1285,53,,42,4,,3,13,0,18,No
Tractable,Private,Artificial intelligence,United Kingdom,"London, England, United Kingdom",01-01-2014,16-06-2021,,119900000,8,11-06-2015,16-06-2021,13,0,,,250,No,8,2723,,2197,89,,72,7,,6,22,0,13,No
Transmit Security,Private,Cybersecurity,Israel,"Boston, Massachusetts, United States",01-01-2014,22-06-2021,,583000000,2,12-01-2017,22-06-2021,,,,,500,No,8,2729,,1622,89,,53,7,,4,22,0,31,No
Trulioo,Private,Cybersecurity,Canada,"Vancouver, British Columbia, Canada",01-01-2011,07-06-2021,,474765412,8,01-01-2011,07-06-2021,4,8,,,1000,No,11,3810,,3810,125,,125,10,,10,31,0,11,No
VerbIT,Private,Artificial intelligence,Israel,"New York, New York, United States",01-01-2017,08-06-2021,,569000000,6,29-03-2018,23-11-2021,,,,,250,Yes,5,1619,,1335,53,,43,4,,3,13,0,23,No
Algolia,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2012,28-07-2021,,334220000,9,01-10-2013,28-07-2021,,,,,1000,No,10,3496,,2857,114,,93,9,,7,29,0,31,No
Amperity,Private,Artificial intelligence,United States,"Seattle, Washington, United States",01-01-2016,13-07-2021,,187000000,5,26-04-2011,13-07-2021,7,4,,,500,No,6,2020,,3731,66,,122,5,,10,17,0,12,No
At-Bay,Private,Fintech,United States,"San Francisco, California, United States",01-09-2016,27-07-2021,,292000000,7,17-11-2017,13-10-2021,,,,,250,No,5,1790,,1426,58,,46,4,,3,15,0,18,No
BlackBuck,Private,"Supply chain, logistics, & delivery",India,"Bengaluru, Karnataka, India",01-01-2015,22-07-2021,,363995198,9,22-07-2015,22-07-2021,0,2,,,5000,Yes,7,2394,,2192,78,,72,6,,6,20,0,19,No
Carsome,Private,E-commerce & direct-to-consumer,Malaysia,"Petaling Jaya, Selangor, Malaysia",01-02-2015,12-07-2021,,607350000,13,24-08-2015,07-01-2022,,,,,1000,No,7,2353,,2328,77,,76,6,,6,19,0,21,No
Coda,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2014,08-07-2021,,240000000,4,01-07-2014,08-07-2021,,,,,250,No,8,2745,,2564,90,,84,7,,7,23,0,24,No
Contentful,Private,Internet software & services,Germany,"Berlin, Berlin, Germany",01-01-2013,28-07-2021,,349600000,10,26-06-2013,28-07-2021,0,11,,,1000,No,9,3130,,2954,102,,97,8,,8,26,0,4,No
dbt Labs,Private,Data management & analytics,United States,"Philadelphia, Pennsylvania, United States",01-05-2016,30-06-2021,,192400000,3,22-04-2020,30-06-2021,0,0,,,,No,6,1886,,434,61,,14,5,,1,15,0,7,No
Fireblocks,Private,Fintech,United States,"New York, New York, United States",01-01-2018,27-07-2021,,1039000000,4,11-06-2019,01-12-2021,,,,,250,No,4,1303,,904,42,,29,3,,2,11,0,23,No
FloQast,Private,Fintech,United States,"Sherman Oaks, California, United States",01-01-2013,21-07-2021,,229866665,8,07-10-2013,21-07-2021,0,5,,,250,No,9,3123,,2844,102,,93,8,,7,26,0,7,No
FTX,Private,Fintech,China,"Nassau, New Providence, Bahamas",01-01-2018,20-07-2021,,1828690000,5,06-08-2019,31-01-2022,,,,,250,No,4,1296,,909,42,,29,3,,2,11,0,18,No
GO1,Private,Internet software & services,Australia,"Brisbane, Queensland, Australia",01-01-2015,19-07-2021,,283708345,8,29-07-2015,19-07-2021,0,10,,,250,No,7,2391,,2182,78,,71,6,,5,20,0,26,No
iCapital Network,Private,Fintech,United States,"New York, New York, United States",01-01-2013,27-07-2021,,729210871,11,21-06-2013,23-12-2021,,,,,500,No,9,3129,,3107,102,,102,8,,8,26,0,10,No
Kitopi,Private,"Supply chain, logistics, & delivery",United Arab Emirates,"Dubai, Dubai, United Arab Emirates",05-01-2018,01-07-2021,,504000000,4,24-04-2018,01-07-2021,,,,,5000,No,4,1273,,1164,41,,38,3,,3,10,0,10,No
Kurly/ Market Kurly,Private,"Supply chain, logistics, & delivery",South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",01-01-2015,09-07-2021,,692040408,8,20-09-2018,19-12-2021,,,,,500,No,7,2381,,1186,78,,38,6,,3,20,0,20,No
Lunar,Private,Fintech,Denmark,"Aarhus, Midtjylland, Denmark",01-08-2015,12-07-2021,,371258766,9,13-08-2015,14-02-2022,0,2,,,500,Yes,6,2172,,2377,71,,78,5,,6,18,0,15,No
M1 Finance,Private,Fintech,United States,"Chicago, Illinois, United States",20-04-2015,14-07-2021,,323224883,7,09-09-2016,14-07-2021,0,6,,,500,No,7,2277,,1769,74,,58,6,,4,19,0,16,No
ManoMano,Private,E-commerce & direct-to-consumer,France,"Paris, Ile-de-France, France",19-06-2013,05-07-2021,,705545820,6,01-03-2016,05-07-2021,,,,,1000,No,9,2938,,1952,96,,64,8,,5,24,0,11,No
Mercury,Private,Fintech,United States,"San Francisco, California, United States",01-01-2017,03-07-2021,,152214480,5,18-10-2017,01-08-2021,0,1,,,250,No,5,1644,,1383,54,,45,4,,3,14,0,28,No
MURAL,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2011,20-07-2021,,192275000,5,04-05-2012,20-07-2021,,,,,1000,No,11,3853,,3364,126,,110,10,,9,32,0,17,No
NIUM,Private,Fintech,Singapore,"Singapore, Central Region, Singapore",01-01-2015,13-07-2021,,280000000,8,15-03-2016,05-10-2021,0,5,,,500,No,7,2385,,2030,78,,66,6,,5,20,0,13,No
NotCo,Private,Artificial intelligence,Chile,"Santiago, Region Metropolitana, Chile",01-01-2015,26-07-2021,,369999990,7,27-04-2017,26-07-2021,0,19,,,500,No,7,2398,,1551,78,,50,6,,4,20,0,13,No
OpenSea,Private,E-commerce & direct-to-consumer,United States,"New York, New York, United States",20-12-2017,20-07-2021,,427220000,8,04-01-2018,04-06-2022,,,,,250,No,4,1308,,1612,43,,53,3,,4,11,0,5,No
Prime Medicine,Private,Health,United States,"Cambridge, Massachusetts, United States",01-01-2019,13-07-2021,,315000000,2,22-10-2019,13-07-2021,,,,,100,No,3,924,,630,30,,20,2,,1,8,0,15,No
PsiQuantum,Private,Hardware,United States,"Palo Alto, California, United States",01-01-2016,27-07-2021,,665000000,6,21-06-2016,27-07-2021,93,6,,,250,No,6,2034,,1862,66,,61,5,,5,17,0,13,No
Redwood Materials,Private,Other,United States,"Carson City, Nevada, United States",01-01-2017,28-07-2021,,792000000,5,28-04-2017,22-09-2021,,,,,100,No,5,1669,,1608,54,,52,4,,4,14,0,4,No
Remote,Private,Fintech,United States,"San Francisco, California, United States",25-01-2019,13-07-2021,,196000000,3,01-04-2020,13-07-2021,,,,,1000,No,3,900,,468,29,,15,2,,1,7,0,21,No
Rohlik,Private,"Supply chain, logistics, & delivery",Czech Republic,"KarlÃƒÂ­n, Hlavni mesto Praha, Czech Republic",01-01-2014,01-07-2021,,402169373,4,01-09-2014,01-07-2021,0,11,,,500,No,8,2738,,2495,90,,82,7,,6,23,0,16,No
solarisBank,Private,Fintech,Germany,"Berlin, Berlin, Germany",01-01-2016,13-07-2021,,389963000,5,14-03-2016,26-07-2021,0,8,,,500,No,6,2020,,1960,66,,64,5,,5,17,0,20,No
Sourcegraph,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,13-07-2021,,248000000,7,01-01-2015,13-07-2021,1,12,,,250,No,9,3115,,2385,102,,78,8,,6,26,0,12,No
Trader Interactive,Private,Other,United States,"Norfolk, Virginia, United States",01-01-2017,12-05-2021,,624000000,2,01-06-2017,12-05-2021,0,3,,,500,No,5,1592,,1441,52,,47,4,,3,13,0,19,No
SmartHR,Private,Fintech,Japan,"Tokyo, Tokyo, Japan",23-01-2013,08-06-2021,,194305050,7,02-04-2015,08-06-2021,1,0,,,500,No,9,3058,,2259,100,,74,8,,6,25,0,17,No
Pleo,Private,Fintech,Denmark,"Copenhagen, Hovedstaden, Denmark",01-03-2015,06-07-2021,,428809636,7,26-05-2016,09-12-2021,0,1,,,500,No,7,2319,,2023,76,,66,6,,5,19,0,9,No
BharatPe,Private,Fintech,India,"New Delhi, Delhi, India",01-04-2018,30-07-2021,,700534194,11,01-10-2018,25-10-2021,,,,,5000,No,4,1216,,1120,39,,36,3,,3,10,0,21,No
Blockstream,Private,Fintech,Canada,"Victoria, British Columbia, Canada",01-01-2014,24-08-2021,,299000000,6,17-11-2014,30-11-2021,5,6,,,250,No,8,2792,,2570,91,,84,7,,7,23,0,25,No
Bluecore,Private,Artificial intelligence,United States,"New York, New York, United States",06-01-2013,05-08-2021,,238219452,7,02-04-2013,05-08-2021,3,2,,,500,No,9,3133,,3047,102,,100,8,,8,26,0,10,No
CoinDCX,Private,Fintech,India,"Mumbai, Maharashtra, India",01-01-2018,10-08-2021,,108991362,6,30-03-2018,10-08-2021,,,,,100,No,4,1317,,1229,43,,40,3,,3,11,0,17,No
DailyPay,Private,Fintech,United States,"New York, New York, United States",01-01-2015,18-05-2021,,514000000,9,31-10-2015,18-05-2021,0,8,,,500,No,7,2329,,2026,76,,66,6,,5,19,0,9,No
DistroKid,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,16-08-2021,,Incomplete data,3,10-10-2018,16-08-2021,,,,,50,No,9,3149,,1041,103,,34,8,,2,26,0,9,No
Divvy,M&A,Fintech,United States,"Draper, Utah, United States",01-01-2016,0,06-05-2021,417500000,5,13-12-2017,05-01-2021,0,1,,,500,No,   ,,,1119,#VALUE!,,36,,,3,,0,11,Yes
Divvy Homes/ Divvy,Private,Fintech,United States,"San Francisco, California, United States",01-01-2017,13-08-2021,,1225000000,7,25-01-2018,12-10-2021,0,1,,,100,No,5,1685,,1356,55,,44,4,,3,14,0,28,No
DriveWealth,Private,Fintech,United States,"Chatham, New Jersey, United States",01-01-2012,20-08-2021,,550800000,5,24-03-2012,20-08-2021,0,2,,,500,No,10,3519,,3436,115,,112,9,,9,29,0,26,No
Dunamu,Private,Fintech,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",01-04-2012,22-07-2021,,155738218,7,09-03-2013,23-09-2021,0,12,,,500,Yes,10,3399,,3120,111,,102,9,,8,28,0,10,No
FalconX,Private,Fintech,United States,"San Mateo, California, United States",01-05-2018,10-08-2021,,326999952,7,09-05-2018,10-08-2021,,,,,250,No,4,1197,,1189,39,,39,3,,3,10,0,21,No
FullStory,Private,Internet software & services,United States,"Atlanta, Georgia, United States",01-01-2014,04-08-2021,,172197854,7,16-07-2014,04-08-2021,17,2,,,500,No,8,2772,,2576,91,,84,7,,7,23,0,8,No
Grafana Labs,Private,Internet software & services,United States,"New York, New York, United States",01-01-2014,24-08-2021,,295230000,4,03-12-2018,24-08-2021,0,7,,,500,No,8,2792,,995,91,,32,7,,2,23,0,18,No
Human Interest,Private,Fintech,United States,"San Francisco, California, United States",01-01-2015,04-08-2021,,336700000,8,24-08-2015,04-08-2021,0,2,,,1000,No,7,2407,,2172,79,,71,6,,5,20,0,20,No
LaunchDarkly,Private,Internet software & services,United States,"Oakland, California, United States",01-01-2014,28-07-2021,,330300000,8,22-01-2015,10-08-2021,0,2,,,500,No,8,2765,,2392,90,,78,7,,6,23,0,5,No
Matrixport,Private,Fintech,Singapore,"Singapore, Central Region, Singapore",01-02-2019,01-06-2021,,100000000,2,01-12-2019,02-08-2021,,,,,250,Yes,3,851,,610,28,,20,2,,1,7,0,19,No
Maven Clinic,Private,Health,United States,"New York, New York, United States",01-01-2014,17-08-2021,,202100000,7,09-04-2015,17-08-2021,0,2,,,500,No,8,2785,,2322,91,,76,7,,6,23,0,20,No
MindTickle,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2011,03-08-2021,,281300000,7,10-10-2014,05-08-2021,0,3,,,500,Yes,11,3867,,2491,127,,81,10,,6,32,0,17,No
OfBusiness,Private,E-commerce & direct-to-consumer,India,"Gurgaon, Haryana, India",01-01-2015,31-07-2021,,878125171,11,24-02-2016,20-12-2021,,,,,1000,No,7,2403,,2126,78,,69,6,,5,20,0,25,No
Offchain Labs,Private,Internet software & services,United States,"New York, New York, United States",01-01-2018,31-08-2021,,123700000,3,03-04-2013,31-08-2021,0,3,,,50,Yes,4,1338,,3072,43,,100,3,,8,11,0,6,No
Opay,Private,Fintech,Nigeria,"Ikeja, Lagos, Nigeria",01-06-2018,23-08-2021,,570000000,3,09-07-2019,23-08-2021,,,,,500,No,4,1179,,776,38,,25,3,,2,10,0,15,No
People.ai,Private,Internet software & services,United States,"San Francisco, California, United States",03-02-2016,11-08-2021,,200001000,10,07-07-2016,19-08-2021,60,5,,,250,No,6,2016,,1869,66,,61,5,,5,17,0,20,No
PicsArt,Private,Mobile & telecommunications,United States,"San Francisco, California, United States",01-01-2011,26-08-2021,,195000000,5,05-02-2015,26-08-2021,0,12,,,5000,No,11,3890,,2394,127,,78,10,,6,32,0,28,No
Reify Health,Private,Health,United States,"Boston, Massachusetts, United States",01-01-2012,10-08-2021,,259630000,6,01-06-2012,10-08-2021,,,,,250,No,10,3509,,3357,115,,110,9,,9,29,0,18,No
Shield AI,Private,Artificial intelligence,United States,"San Diego, California, United States",28-05-2015,24-08-2021,,348144999,8,01-10-2015,24-08-2021,0,6,,,250,No,7,2280,,2154,74,,70,6,,5,19,0,6,No
Snorkel AI,Private,Artificial intelligence,United States,"Palo Alto, California, United States",22-03-2019,09-08-2021,,135250000,5,11-06-2019,09-08-2021,0,1,,,100,No,3,871,,790,28,,25,2,,2,7,0,2,No
